userName,score,at,content
ARIPNUR,1,2024-08-21 06:03:15,"APLIKASI RIBET, BILANGNYA KEPUASAN PELANGGAN YG UTAMA, TAPI TIAP COMPLAIN GAK PERNAH ADA SOLUSI! DAN TOLONG KALIAN BERITAHU ITU YA KE CS KALIAN, KALAU ADA USER COMPLAIN ITU DI HANDLE DAN DIBERIKAN SOLUSI. SAYA BERKALI KALI HUBUNGI CS UNTUK MINTA BANTUAN MALAH DI END CHAT TERUS!"
Marzuki,2,2024-08-21 01:48:42,Mantap deh pokoknya
Prayuda aditya,1,2024-08-20 22:00:28,Aplikasi Bukalapak semakin tidak berguna Saya udh 10 thn pake Skrg aplikasi nya semakin payah Barang sama ongkir terlalu mahal Beda sama yang sebelah Terimakasih udh menemani saya selama 10 thn
Hidayat Lampung,5,2024-08-20 14:47:34,Ok Punya Negeri Kita Sendiri👍
lukman arif,5,2024-08-20 13:02:57,Bagus
Miko Bandung Vlogs,5,2024-08-20 12:28:38,BL terbaik
Raidah Purnamasari,5,2024-08-20 12:16:59,"mantaph apk nya,gampang nyari produk,sejauh ini sangat bagus👍🏻😍 belanja lebih mudah"
anjez maulana,5,2024-08-20 12:12:03,belanja lebih enak
Asma Allah,5,2024-08-20 11:27:23,memudahkan pengguna nya..t o p
Ragil Handoyo,5,2024-08-20 08:17:27,Good
Agni_ Pulsa,5,2024-08-20 07:13:33,Mantep
Dede Bagus Sarip,5,2024-08-20 06:39:52,"Selama saya berlangganan dengan bukalapak, alhmdulillah saya tidak pernah kecewa, smoga semakin sukses dan berkembang lebih maju... Amiiiinnnn....."
wahyudi adi,5,2024-08-20 06:07:32,Buka lapak oke
Rafika Aruan,5,2024-08-20 05:10:53,Keren ada serbu serunya walaupun ga bakal menang jg
Arfan Respati Widjaya,1,2024-08-20 04:35:32,"Gilaa cuy harga barang2 dibukalapak sungguh diluar nurul!!! Yg Recommended mending pake si oren atw si hijau aja, dibukalapak kebanyakan anak firaun semua! 🤣🤣 Dan khsusus masukan buat bukalapak sistem nya diperbaharui lg dibkin semakin canggih lg, aplikasi sebelah tiap penarikan dana ataupun transaksi itu hitungan detik dan menit udh done ini lemott bngt.. skelas bukalapak masa pake server nya masih manual.."
Iqbal N Shihab,4,2024-08-20 01:51:58,Sebenarnya sudah bagus
Ari Yono,1,2024-08-19 20:23:21,Anjir tiba tiba dana terpotong padahal ga melakukan transaksi masa tiba tiba dana ilang kan sial
Herman Negara,1,2024-08-19 19:56:07,Mantap.....
Irwanto Irwan,4,2024-08-19 14:16:57,Saya sudah di tipu ..Bukalapak Uangsaya di ambil secara otomatis Padahal saya gak pernah bertransaksi yang bersangkutan Tolong kembalikan uang saya.. Saya tidak pernah yang namanya ada tagihan atau transaksi penbelian lainnya Tolong profesional aja
Meow Nigga,5,2024-08-19 14:05:37,Wutehel
ksatria bergitar,1,2024-08-19 13:49:43,Aplikasi biadap payleter nya ga da gw udah bayar
chandra apriyanto,5,2024-08-19 12:53:51,Ok
norma sari,1,2024-08-19 08:06:31,Saya dirugikan dg memakai aplikasi bukalapak sbb penjual menyarankan untk memesan memakai order.. Begitu order penjual menghrskan mengisi saldo didana sesuai orderan begitu diisi saldo langsung terkuras hbs...mohon ditindaklanjuti oknum2 penipu...trimkasih
Fika Osinawa,5,2024-08-19 06:28:50,app nya ringan
C Fahrizal,1,2024-08-19 04:31:27,"beli pulsa di bukalapak,duit gaada pulsa gaada.pengaduan ke cs gaada solusi"
Asep Solihin (Ram),3,2024-08-19 03:12:03,hrus menganai ongkir kirim gratis disamain sama aplikasi yg lain
A'an Daha,5,2024-08-19 01:39:28,Sangat bermanfaat untuk membeli pelatihan atau kelas prakerja sangat membantu bukalapak ini...terima kasih sangat bagus dan bermaanfaat sekali ...
Muhammad Takbir,2,2024-08-18 23:40:11,KEMBANGKAN.
Syahda bf Syahda bf,5,2024-08-18 18:35:29,Ok
Aweks 135,1,2024-08-18 16:47:00,"Dri dulu pke BL,blum pernah dpet discon/Gratis ongkir. Mf skrg gk lagi,karna toko sebelah harga lebih murah,barang lengkap,ada discon,ada gratis ongkir ny juga.by"
Ko Ko,5,2024-08-18 07:53:16,Apk nya mantep poll aku kasi bintang 5 deh
Wasit Awan,1,2024-08-18 06:23:35,"Udah nonaktifkan sicepat ttp aja aktif sendiri, dan paket yg kalau pakai jnt, jne, shopee express itu 1kg, pakai sicepat jadi 2 kg, hadeuuhh"
Suneo Suneoo,5,2024-08-18 04:20:19,"Mantap bro mempermudah dalam berbelanja dan mencari barang yg dibutuhkan, tidak takut kehabisan quota..gak takut telat bayar"
asryenzi romdhon,5,2024-08-17 17:27:10,Sangat membantu sekali
Jaka Tingkir,1,2024-08-17 15:33:46,Bintang satu jauh lebih baik dari pada tidak sama sekali. Pikir sendiri kelemahannya apa
Nurbaiti,5,2024-08-17 15:13:48,"Pelayanan Bukalapak sangat baik, apalagi dalam pembelian pelatihan untuk program Prakerja. Sistemnya praktis dan tidak rumit, terimakasih Bukalapak dan sukses terus 👍👍😊😊"
tri yono,4,2024-08-17 11:53:37,Mempermudah pembayaran
Ade Indra,1,2024-08-17 09:53:42,Heran deh payleter ada tetapi tidak bisa di gunakan karn tidak ada fiktur pembayaran dengan payleter aneh kan
Novita Dwi Maulidia,5,2024-08-17 08:18:44,Bagus
Dewi Safitri,5,2024-08-17 06:55:50,Bagus
GEN tuba,5,2024-08-17 00:34:36,Mantap
zhan rossi,5,2024-08-17 00:11:00,"sangat cepat dlm membuka tampilan layar nya,tdk terlalu banyak loading."
Naza Aulia,1,2024-08-17 00:02:32,flash deal jam berikutnya skrg tdk ditampilkan
Rofli Safirin,1,2024-08-16 19:50:21,Hapus saja limit paylaternya percuma tdak bisa digunakan
Muhammad Rum,5,2024-08-16 14:23:30,👍👍👍👍👍
Zaki Channel,3,2024-08-16 11:42:42,"Untuk pedagang dibukalapak terlalu kejam, ada pelanggaran langsung dibekukan lapaknya gak bisa jualan lagi, harusnya produk yg melanggar dihapus otomatis dari sistem, jgn langsung dibekukan semua produk.gak seperti toko sebelah."
Deva,5,2024-08-16 11:36:30,Mantap deh
Aryan Yudhistira,5,2024-08-16 11:01:56,Mantap
Bapa Haikal,5,2024-08-16 10:12:12,"Tiba sesuai estimasi,tidak ada kerusakan barang dan sesuai pesanan"
Gro Gro,2,2024-08-16 10:07:48,minta update kok maksa
Yuli Fox,5,2024-08-16 06:24:10,ora pateken
Clarissa Veronika,5,2024-08-16 05:28:42,"Gagal terus menghubungkan akun dana , gimana solusi ny"
randi rama,1,2024-08-16 01:18:28,"Baru nyobain, pengguna baru gak dapat apa2, gak ada gratis ongkir atopun diskon"
ok sip lah,1,2024-08-16 00:10:57,Biaya kirim mahal
Pengguna Google,1,2024-08-15 19:10:37,Punya paylater 500rb doang aja sekarang gak bisa dipake.. 😂😂😂
Safei Bin Rafi,3,2024-08-15 17:49:58,"Saya atas nama Sapei pada hari ini Jumat tgl.16 Agustus 2024 Jam.00.48 Wib minta uang dari aplikasi Bukalapak bukan pinjam bukan utang, tapi minta uang sedikasihnya."
Mursal Khalid,2,2024-08-15 13:22:13,"Semangkin lama semangkin buruk aplikasi bukalapak, setiap mau buka aplikasi selalu tampil iklan yang tidak bisa di close, mau mencopot akun danapun sulit."
Anang Nugraha,5,2024-08-15 07:39:24,Jadi Ga Ragu Beli Online Yang Bisa Dipercaya Hanya Buka Lapak
Tarmuji Tara,5,2024-08-15 05:18:53,Bisa buat langganan beli barang kebutuhan sehari-hari
Zuhri Zuhri,1,2024-08-15 01:52:09,"Akun di nonaktifkan, punya no hp cuma 1. Email cuma 1. Fix dah gak bisa lagi. Padahal cuma pembeli. Fix lebih bagus tokped sma shopee"
Agus Ruhiat,1,2024-08-14 23:31:36,Terjadi 2x transaksi padahal saya tidak pernah transaksi dalam kurun waktu 3 bulan ini ????
Sigit Suherman,5,2024-08-14 23:30:54,👍
Rebana Terbang,5,2024-08-14 21:12:01,Kak buka lapak saya kok gak bisa pake jasa jne reguler sama wahana
jaypull game,1,2024-08-14 19:08:32,Akun saya di bajak tidak ada tanggapan
Permana Irfan,4,2024-08-14 16:37:53,Good
TitoShinta Family,5,2024-08-14 16:04:11,Manteup pisan
Azwar Bengkel Las,1,2024-08-14 14:59:32,"untuk verifikasi masuk ke akun melalui email OTP TIDAK PERNAH DIKIRIM padahal sudah di tunggu dan di ulang berkali kali. kecewa berat dengan BUKALAPAK, padahal kalo di tempat belanja lain cepat sekali proses verifikasinya."
Muhammad Al Fatih,2,2024-08-14 14:43:58,Mau live chat susah sekali k mau menanyakan daftar jadi pelapak sudah 1minggu belum ada pemberitahuan Tlg di permudah chat live ya k
Doni Aqbar,1,2024-08-14 13:40:15,"Jgn pake bukalapak tarik semua duit kalian di situ ka gak mau kejadian SMA kya aq. Mohon maaf atas ketidaknyamanan yang Anda alami. Perihal kendala Anda terkait adanya transaksi yang tidak Anda lakukan, dapat Kami informasikan bahwa kami tidak dapat membantu pengembalian dana dikarenakan saat laporan Anda masuk, dana telah digunakan sejak 13/08/2024 pukul 05:54 WIB. Sehingga saldo Anda sudah tidak ada di Bukalapak."
Dian Juliansyah,5,2024-08-14 13:11:19,"Saya ga perlu jelaskan apa kekurangan dari aplikasi bukalapak.yg jelas aplikasi ini sudah sepi pengunjung dan banyak seller yg pindah jualannya krna management bukalapak yg makin amburadul ga jelas.promo2 sudah ketinggalan jaman bahkan ga bisa dipakai.klo emang aplikasi ini mau bangkit dan ga mau tergusur oleh e-commerse besar yg lain harus perbaiki lagi management kalian yg bobrok itu.perbanyak promo2 yg real,sistem pembayaran yg lengkap,cashback yg real,dan gratis ongkos kirim yg lebih berani"
Agus Bayu,5,2024-08-14 10:26:59,Sangat Memuaskan keren banget
Yeni Eca,5,2024-08-14 09:48:08,Mantap lah
jaja New,1,2024-08-14 03:17:15,"Apk GK jelas saldo saya tiba"" di ambil"
Nas Ruloh,1,2024-08-14 01:23:52,Aplikasi kagak jelas gk bertanggung jawab punya tagihan ngga tiba tiba saldo dana saya di retas 680 ribu padahal instal bukalapak aja kagak tiba tiba saldo dana di ambil bukalapk dari tidak bertanggung jawab
Heri Dhoedoe R Kacamaya (Heri),5,2024-08-13 18:20:28,Mantaaabb
Fitri Fitri,1,2024-08-13 12:34:26,Buka lapak.bangkrut sampe playlater nya aja putus kerja sama nya
Musri edhy,5,2024-08-13 11:15:48,Ok
Edho Taufik,5,2024-08-13 10:53:15,Ok banget
akhmad abidin,5,2024-08-13 08:30:47,"Respon bagus dan bertanggung jawab atas transaksi berjalan.kenapa muncul sesuatu yang menghalangi untuk membuka aplikasi,"
Mulato Wicaksono Jati,1,2024-08-13 08:14:05,"Aplikasi tidak bisa terbuka, tidak bisa koneksi dengan internet. Saat saya buka ada tulisannya tidak ada koneksi internet, padahal sinyal dan kuota saya penuh"
Retro Aisi,2,2024-08-13 06:34:26,"Tak tambah 1 ,biar gak error' apkne.wong buat buka yg lain lancar...eeh pas buka BL ""tidak ada koneksi internet""😡👺👹🥶"
Catur Priyatmoko,1,2024-08-13 05:42:42,Mau ganti nomor hp aja ribet.... muter-muter ke halaman bantuan
Syarol Syarol,1,2024-08-13 04:54:45,Playlater gak bisa pakai lagi... Sudah hampir 3 tahun ... Pindah market gua.. bintang auto 1
ezy charisma,5,2024-08-13 04:53:13,dalam jenis pembayaran ok smua sih.. cuma kadang barang yang di inginkan ngga ada.. kurang komplit
Nanda Fungliku,1,2024-08-13 03:47:58,"Maf, Saya nggk ada menstujui pembayaran di Bukalapak, Kenapa saldo saya di dana di potong, Tolong balikin saldo saya"
Rey Saibulan,5,2024-08-13 01:06:08,"Pembelian kelas prakerja sangat mudah,trimksih bukalapak"
Salsabila Candrasmurti,5,2024-08-13 00:38:18,no problemo aman aman saja
Nico spt,4,2024-08-12 16:08:17,cukup bagus.namun sayang sering lelet.Dan tiap membuka Aplikasi buka lapak selalu muncul Update versi yg terbaru.sudah 3 kali sehari saya update .setelah keluar dan coba membuka kembali aplikasinya diminta update lagi.sampai kapan minta3 update tiap membuka appnya.tolong di tinjau lagi trims...
Surya Abdul,1,2024-08-12 15:20:42,"Harga nya mahal semua, mendingan aku copot apk ini"
Latifanz TM,5,2024-08-12 12:34:42,kenapa pembayarannya ditolak?
ajad sudrajat,5,2024-08-12 12:29:52,Barang sesuai pesananan! Mantap!
Hafidz Wijaya,1,2024-08-12 12:14:41,sya pelanggan setia bukalapak dari transakti jual beli smp semuanya pakai bukalapak.tp semenjak paylater hilang tidak bisa d akses ongkir jadi malah.sya pindah ke si ijo dan si orange..kecewa saya sekarang bukanya lebih baik malah lebih buruk....
Septanti Puspita,5,2024-08-12 12:08:19,"Pelatihan lengkap,mudah"
Amri Pradana,5,2024-08-12 11:54:27,"Bagus sih,sayang paylater nya udah ga bisa dipakai"
dyanz,1,2024-08-12 11:42:46,"pas bayar pake rekening, Giliran pesanan dibatalkan mau ditarik uangnya malah dipaksa pake aplikasi Dana, yg premium pula... uninstall aja ribet bel..."
juana nastari,5,2024-08-12 11:23:07,Bagus
Mas Blodox's,5,2024-08-12 10:10:10,Sangat membantu
eko handoyo,5,2024-08-12 09:25:27,Ok
Heal_ Me,5,2024-08-12 08:18:29,"Pinasa shop bekasi kirim kaos rusak, harga kaos 99.000. Makin lama makin banyak pedagang yg menipu."
Masrunisme,1,2024-08-12 07:55:55,apk lucu
chanul,1,2024-08-12 07:51:15,Paylater ga fungsi !!!
D2 Bambang,5,2024-08-12 05:35:44,bayar PBB melalui Bukalapak cepat dan hemat waktu
Vino Alfian,1,2024-08-12 05:03:36,Salah satu aplikasi yg sangat sulit mengganti noe yg sudah hangus padahal itu penting
Siti Maryamah,5,2024-08-12 01:20:01,Ok
Leo Leo,1,2024-08-11 13:33:25,Di buka lapak harga jual barang mahal2 banget.sering kecewa jg karna bnyk produk palsu barang tersebut dibeli.
Indras Drasin,5,2024-08-11 10:59:56,Nyari barang mudah pedagangnya baik2
Tachrir Udin,5,2024-08-11 10:24:20,sippppppppppp lahhh
Salehudin Fatah,1,2024-08-11 08:18:56,Mau jadi pelapak tpi kok lebih ribet ya dari aplikasi lain. Akhirnya gak jadi 🙏
Yudistira Alstark,1,2024-08-11 07:50:08,Gembel aplikasi nya ganti email ajh ribet terus sesi chat dibatasi 5 menit terus proses melebihi 30 menit. Gblk bet yg bikin sistem
Rizky Amanda,1,2024-08-11 02:47:08,Aplikasi ini sudah tepat nya penipuan bisa² nya saya daftar eh Mala saldo saya terpotong 250.000 mana untuk pembayaran katanya padahal bukan ada paket atau hutang saya APLIKASI TIDAK BAGUS SANGAT BURUK
Akhmad Wahyono,5,2024-08-11 01:13:49,Susah sekali komplain
WIWID Tox,1,2024-08-10 10:52:43,"paylaternya sudah tidak bisa digunakan lagi,padahal status aktif,,, males belanja"
Mashachika Kuze,5,2024-08-10 07:22:51,"Mitra bukalapak memang mantap Promonya banyak pilihan dan bagus bagus cs nya juga ramah Ketika saya ada kendala mereka selalu merspon dengan cepat dan ramah. Fiturnya dan produk yang di jual juga sudah lengkap sekali dan lebih terjangkau, untuk berjualan berbagai macam pembayaran digital terimakasih 👍😁👍"
yuda wahyudi,1,2024-08-10 07:19:59,Reseller yang tidak amanah masa konsumen yg tanggung biaya pengembalian barang
myname isjou,5,2024-08-10 05:55:46,Gud
Gunawan Djajapermana,5,2024-08-10 03:00:59,Semoga ga ada lapak2 yg nipu yah team Bukalapak SDH ketat men sortir para pelapaknya sehingga e-commerce Bukalapak menjadi pilihan terpercaya dan berkwalitas
Fahmi Noer,1,2024-08-10 01:45:59,Metode pembayarannya berubah ubah gak jelas
Yanuar Nur Rizki,5,2024-08-10 01:02:38,Best aplikasi
Rendra Permana,5,2024-08-09 22:45:44,Mantap
Yayang Solihin,5,2024-08-09 16:15:29,Sangat membantu skali dlm berbelanja
Agus Muslim,5,2024-08-09 15:18:45,Ok
Dwie Purnomo,1,2024-08-09 13:34:05,"Expedisi bukaexpress mahal,yg lebih menjengkelkan lambat pula,tidak sesuai estimasi pengiriman."
Clara Abigail,5,2024-08-09 13:08:52,Top Marketplace
Zaenal Abidin,1,2024-08-09 12:31:55,Ganti nama aja jadi bekulapak gk guna banyak sekali dompetnya gk ada yg bisa di pakai
Slamet Hartanto,5,2024-08-09 08:29:39,bagus jos
M Ib,1,2024-08-09 08:12:46,"Paylater udah ga bisa di gunakan, diskon dan bonus nya sedikit udah ga ada yang bisa di andalkan"
Hilmi Aripin,1,2024-08-09 06:25:52,"Jangan dwonlod, baru juga dwonlod udah susah login, apak aneh"
Ichal Roni,5,2024-08-09 04:49:37,"Trimakasih buka lapak.gimana pembayaran saya Ke rekening bukalapak itu????? Jgn di colong pak.sy miskin,tp sy berusaha jadi org jujur,jgn di monopoli.dgn kebodohan saya.klo anda org pinter cuma hanya ngakalin org bodoh saja,RUSAKLAH NEGARA INI.KARNA SUDAH TERLALU BANYAK ORG PINTER TP HANYA MINTERIN ORG ( NGERJAIN ORG BODOH )."
Mhdariffin Ariffin,5,2024-08-09 02:46:20,Mepermudah kita bertransaksi
andreflexindo segara,5,2024-08-09 01:11:24,Belum bisa pake playleter padahal udh aktip
Ini Kacangku,1,2024-08-09 00:08:51,"Dari dulu selalu terkendala menghubungkan ke DANA. Pdahal akun dana aman. Tiap coba menghubungkan selalu ada notif ""belum terhubung silahkan coba lagi"" Yg gak punya rekening sprti sy agak susah metode pembayaran di apk ini."
deli satria,4,2024-08-08 15:49:33,Oke
lukas kahu,1,2024-08-08 15:04:03,Saya rubah karena prosedur komplain barang ga jelas dan ga ada care sama komplain saya yg notabene sering beli di aplikasi ini
Ramadhan Ramadha,1,2024-08-08 13:06:18,Sungguh memalukan apa yg anda lakukan terhadap akun dana saya bos quh🙏😡😡kalau anda meminta uang secara baik2 pasti saya akan memberikan dgn tulus😡😡bukan nya dirampok bos😡😡😡
gilang nur,1,2024-08-08 11:35:15,Bahkan saya tidak punya apl ini tpi knapa saldo sya ilang .. karna byar traksaksi le bukalapak penipu
Din Hunter,1,2024-08-08 11:01:17,"Jelek dah gitu aja, jauh dibanding sopi"
Dimas,1,2024-08-08 06:56:55,Sulit dan rumitnya hanya sekedar mengganti nomor hp yang sudah terdaftar dengan nomor hp baru di bukalapak. RIBET...!!!
mimin sasmita,5,2024-08-08 05:28:34,Semoga bermanfaat buat sy dan yg punya aplikasi ini semoga Bukalapak berjaya selalu
ALFACHRIZAL Ambonese,1,2024-08-08 04:47:13,Bertahun tahun pake BukaLapak baru kali ini saya kecewa
irsan ginting,1,2024-08-08 04:23:22,Ini situs penipuan..saya belanja baru di bilang barang saya hilang.di klaim sampai 1 bulan setengah uang pengembalian belanja saya tidak kunjung d pulangkan...tidak ada bertanggung jawab pihak buka lapaknya
Sujono,5,2024-08-08 03:23:16,Mantap
Joko Herbal,5,2024-08-08 02:40:02,Kenapa limit paylater tidak bisa di pakai ya
geolick 5150,5,2024-08-08 00:02:14,Buka Lapak Paylater sdh tdk aktif kah ?
Emak ngeyoutube,1,2024-08-07 18:08:13,"Respon nya lambat,udah beberapa hari kirim uang tapi diproses trus saldo kepotong uangnya entah kemana,tlong kepada pihak buka lapak agar tidak merugikan mitra dan jangan sampai ada pengaduan ke pihak berwajib y"
Acuy Teaning,1,2024-08-07 17:06:02,Terlalu banyak fitur jadi pusing mau belanja juga untuk pengguna baru gak ada promo2 yang menarik lagi gak kaya apk sebelah
Ternak Klinci,2,2024-08-07 16:11:47,Makin kesini makin gada potongan/focher payah
Natanael Riyadi,1,2024-08-07 14:31:25,"Makin lama bukannya makin lebih baik, tp makin lama makin sangat tdk baik, tempo hari masih bisa melakukan pembayaran dengan virtual account bank OCBC NISP, skrg malah dihilangkan, jk dlm wkt dekat pembayaran lewat virtual account bank OCBC NISP tetap tidak bisa, maka apj Bukalapak akan sy uninstal, sbb gak guna lagi"
Fajar Riri,1,2024-08-07 13:37:05,Di buka malah masuknha ke prakerja terus
Pengguna Google,5,2024-08-07 11:52:50,Mantap dan amanah.. Semoga makin jaya 😊👍🙏
Munaro Saytona,2,2024-08-07 09:23:57,"Pilihan barang banyak, tapi ketika ada barang rusak setelah terima barang dan kemudian dibuka terlihat langsung cacat meskipun dengan di video. Seller gak mau respon. Klaim asuransi pun sulit."
Siswanto Anto,5,2024-08-07 09:09:47,Joss gandos
Yan Natanael,1,2024-08-07 09:03:09,Min min.. org niat baik mau jualann aja di tolak
fit Run,1,2024-08-07 08:05:06,"SEKARANG SEPI jualan dibukalapak,,udah 4 tahun gak ada pesanan satu pun udah promoted push pun gak laku2,,dulu tahun 2015 tiap hari ada satu atau dua pesanan pasti ada aja,,sekarang sama sekali gak ada pesanan ,,udah gak pada pake BL kali yaa diHP nya sekarang jamanny tiktok"
nana nashiruddin,5,2024-08-07 08:03:23,"cepet sampainya. barang mantaf , rapih dan presisi."
Gatot Supriyanto,5,2024-08-07 07:46:32,Oke rekomended
shironeko oo,1,2024-08-07 07:46:29,"Tanpa ada pemberitahuan dan pejelasan tiba² paylater by kredivo tidak bisa di gunakan, minimal di kasih pemberitahuan atau penjelasan. Di halaman depan limitnya sudah hilang tpi di bagian profil limitnya masih ada kan jadi bingung ini fiturnya udh benran di hapus atau gimna. Di tambah ini apk gak ada cs aktif yg bisa di hubungi, hancur sudah ini apk. Bukannya berbenah ini apk makin lama makin hancur, tokped aja udh ngasih gratis ongkir buat nyaingin shope ini apk gak ada berbenah."
Ismail Likin park,5,2024-08-07 07:04:49,mentapp ngab
Carlotha Nalenan,5,2024-08-07 02:59:53,Ibu Otha Lay
Ratis Wibowo,5,2024-08-07 01:28:29,Bisa membantu
Arex Seephylliz,5,2024-08-07 01:16:48,mantap
Mansur Ali,5,2024-08-06 19:33:28,"Bukalapak kembalikan uang saya ,ini apk penipuan"
Satrio Jalu,1,2024-08-06 18:46:33,"Saya tidak melakukan apapun kenapa saldo dana saya sejumlah 209.000 kepotong dengan alasan melakukan transaksi ya padahal saya tidak melakukan transaksi apapun😡😡, ditunggu etikad baiknya karena telah merugikan banyak orang"
Ihsan Arbianto,1,2024-08-06 16:35:05,Saldo di akun dana saya di potong bukalapak padahal saya gk pernah menggunakn aplikasi bukalapak. Kembalikan saldo dana saya.
Andi Lala,5,2024-08-06 16:26:56,Good
Irfan Cahya,1,2024-08-06 16:16:23,Vocher ga bisa di pakek mending ga usah pakek vocher sekalian ..buruk sekalee
Irwana Rosmana,5,2024-08-06 15:43:25,Sangat memuaskan
Taufi Azis,1,2024-08-06 14:56:04,"Aplikasi rentan hack. Sangat disayangkan akun saya sudah bertahun tahun tidak aktif tiba tiba ada transaksi yang menguras saldo saya hampir 1jt, Mohon email saya bisa segera di reply"
Fawwaz Hafidz,5,2024-08-06 13:56:31,Berkibarlah Bukalapak untuk indonesia
Edy Aries,5,2024-08-06 10:52:40,"Pengiriman cepat ada gratis Ongkir nya, barang pasti aman."
Sozazkiy Family,5,2024-08-06 10:18:47,"Kenapa akun paylater by kredivo saya tidak bisa digunakan sudah cukup lama saya tidak bisa menggunakannya padahal saya tidak ada cicilan diakun bukalapak, dan tidak ada fitur live chat dengan pihak bukalapak."
DUL X OFFICIAL,1,2024-08-06 09:05:16,"Saya gak merasa belanja di aplikasi ini, tapi tiba tiba saldo dana saya di tarik ke aplikasi ini, di riwayat transaksi keteranganya belanja"
Donny Asmon,5,2024-08-06 06:17:04,Selalu ingat promo. BL... 👍👍
Maemuna Muna,1,2024-08-06 05:26:21,saldo di akun dana sy hilang sebesar 1.499000
deny fakhruddin,5,2024-08-06 05:12:45,joss mantap
Rocky,1,2024-08-06 04:03:53,Ancur2an emang
Rasita Usman,5,2024-08-06 01:34:50,"Selama berlangganan dgn Bukalapak belum pernah merasa kecewa, semoga TIDAK PERNAH KECEWA SELAMANYA. Aamiin. 🤲🙏 Ada sedikit kecewa saat membeli EASY LAZ, ternyata cuma dikirim batangan timah, mohon pelapak tsb jangan direkomendasikan lagi oleh BUKALAPAK. Mohon maaf sebelumnya 🙏🙏🙏"
daulat djoenaedi,5,2024-08-06 00:52:22,Ok
malaikat subuh,1,2024-08-06 00:01:41,Sudah berkali kali dirugikan bukalapak.. ratusan ribu... ada transaksi masuk tidak dapat notifikasi apa apa.. jadi batal otomatis...
Dar Manto,5,2024-08-05 14:13:08,Sangat bermanfaat
Adi Jaya,5,2024-08-05 13:04:02,Sangat membantu
septian Ramdhani,5,2024-08-05 10:10:36,Di update malah gada paylater nya
Asep Lesmana,1,2024-08-05 09:49:50,Sepi gk ada penjual
S Atmo,2,2024-08-05 08:00:54,"paylater kredivo sudah tidak bisa digunakan bahkan hilang dari aplikasi Bukalapak, dan buruknya tidak ada pemberitahuan sebelumnya, bagaimana sih Bukalapak ini"
Sangsang Akut,3,2024-08-05 04:06:15,Kena di dana Saya transaksi ke Bukalapak padahal saya tidak pesen dan transaksi sendiri
Vinsensius Jhon,1,2024-08-05 03:58:41,Baru tau saya kalau akun tidak pernah di gunakan di nonaktifkan.. Padahal saya masih ada dana di reksadana saya.. Dan itu hilang bwgitu saja.. Padahal di aplikasi lain yang serupa saya masih dapat membukanya dan saldo saya masih tersimpan.. Sungguh saya merasa dirugikan...
Aspi 263,4,2024-08-05 00:18:33,"Aplikasi lumayan bagus dan barang pencarian lumayan lengkap,, recomend lh..👍👍"
putra nugraha,5,2024-08-04 11:51:20,Mantappppp .....👍👍👍👍👍
Ani Suryani,5,2024-08-04 05:49:01,Amat sangat membantu dalam proses pembelanjaan yang saya mau... terimakasih
Bayanaka Fx,1,2024-08-04 03:27:34,"Aplikasi t0lol emg, ribet bgt chat cs aja ribet, daftar pelapak ribet, semuanya ribet pantesan harga sahamnya 200 perak kinerja nya ancur"
Bayu Anggara (Bayu),1,2024-08-04 01:40:15,Apk apa ga bisa cod
Risma Bungadesa,2,2024-08-04 01:22:54,"Payletter nya gak bisa di pakai, baik belanja barang maupun pulsa/Quota"
Shehan Shehan,5,2024-08-03 18:30:38,Ko gak bisa login make facebook lgi gmn si
Ahmad Muhammad,1,2024-08-03 17:29:00,"Akun saya kenapa dinonaktifkan sejak 21 Juli, sampe sekarang gk bisa login, uang dari hasil penjualan saya semua nya mau di korupsi sama Bukalapak? Ternyata GK aman di Bukalapak mah, gk kayak di shopee. Hati-hati saldo hasil penjualan anda bisa di korupsi sama Bukalapak dengan cara dinonaktifkan akunnya. Saya sampaikan kepada Bukalapak, anda mafia kelas kakap!!! Makan tu uang haram!!!"
Riyadi Fajar,5,2024-08-03 16:44:13,Tetap ditingkatkan kualitas dan keamanannya
Annisa aulia,3,2024-08-03 14:22:16,Kok sekarang transaksi pake bank btn gak bisa min
Booy Sandy,1,2024-08-03 11:41:26,Semakin jauhhhhhhh ketinggalan!!
Mo Nyet,5,2024-08-03 11:32:05,"mau cetak resi BUKASEND gak bisa, dikasih masukan cuma ha he ha he aja. Perbaiki aplikasinya, kalo gak niat mending jual aja aplikasinya ke SHOPEE"
pandutitech,2,2024-08-03 04:59:09,2024 saya harus mengakhiri jualan di BukaLapak. 1) Akun saya dibekukan tanpa alasan yg pasti. 2) potongan penjualan sangat besar untuk kategori sepeda (sparepart & aksesoris) Terima kasih atas kenangannya. Saya jualan dari 2013 s/d mei 2024.
me abdurrachman,5,2024-08-03 03:08:04,Mantap
Affiex Chwapp,1,2024-08-03 03:05:13,"Kenapa akun saya dinonaktifkan? Saya masih punya saldo disana, mau saya ambil, tapi saat masuk akun saya dinonaktifkan"
Ramda Fasca,1,2024-08-03 02:26:35,"Saya transaksi kirim uang nominal 1jt saldo terpotong, keterangan di aplikasi transaksi kadaluarsa, di komplen lewat CS tidak ada tanggapan sekali. Hati hati dengan aplikasi ini."
Rudy Wong,2,2024-08-03 01:31:19,Skarang paylater nya udah ga ada....jadi ga belanja lagi aach d aplikasi ini...pindah k sebelah aja....TRIms
